model,dataset,layer_name,layer_idx,method,error,ft_method,cos_sim
ViT-L/14,Cars,model.visual.transformer.resblocks.4.attn.k.weight,105,Identity,0.8146378993988037,standard,0.1853621006011963
ViT-L/14,Cars,model.visual.transformer.resblocks.4.attn.v.weight,106,EigenCov,0.8445650339126587,standard,0.1554349660873413
ViT-L/14,Cars,model.visual.transformer.resblocks.4.attn.v.weight,106,Identity,0.8146378993988037,standard,0.1853621006011963
ViT-L/14,Cars,model.visual.transformer.resblocks.4.attn.o.weight,107,EigenCov,0.6755132079124451,standard,0.32448679208755493
ViT-L/14,Cars,model.visual.transformer.resblocks.4.attn.o.weight,107,Identity,0.8674468994140625,standard,0.1325531005859375
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.q.weight,108,EigenCov,0.8565875291824341,standard,0.14341247081756592
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.q.weight,108,Identity,0.8537724614143372,standard,0.14622753858566284
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.k.weight,109,EigenCov,0.8450608253479004,standard,0.1549391746520996
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.k.weight,109,Identity,0.8537724614143372,standard,0.14622753858566284
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.v.weight,110,EigenCov,0.8270546793937683,standard,0.1729453206062317
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.v.weight,110,Identity,0.8537724614143372,standard,0.14622753858566284
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.o.weight,111,EigenCov,0.7139747142791748,standard,0.2860252857208252
ViT-L/14,Cars,model.visual.transformer.resblocks.1.attn.o.weight,111,Identity,0.9326944351196288,standard,0.0673055648803712
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.q.weight,112,EigenCov,0.7712525725364685,standard,0.2287474274635315
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.q.weight,112,Identity,0.8294696807861328,standard,0.1705303192138672
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.k.weight,113,EigenCov,0.7556235790252686,standard,0.24437642097473145
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.k.weight,113,Identity,0.8294696807861328,standard,0.1705303192138672
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.v.weight,114,EigenCov,0.7281498908996582,standard,0.2718501091003418
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.v.weight,114,Identity,0.8294696807861328,standard,0.1705303192138672
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.o.weight,115,EigenCov,0.7178917527198792,standard,0.28210824728012085
ViT-L/14,Cars,model.visual.transformer.resblocks.20.attn.o.weight,115,Identity,0.8383605480194092,standard,0.16163945198059082
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.q.weight,116,EigenCov,0.7627761960029602,standard,0.2372238039970398
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.q.weight,116,Identity,0.7676610946655273,standard,0.23233890533447266
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.k.weight,117,EigenCov,0.7369481325149536,standard,0.2630518674850464
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.k.weight,117,Identity,0.7676610946655273,standard,0.23233890533447266
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.v.weight,118,EigenCov,0.7543032765388489,standard,0.24569672346115112
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.v.weight,118,Identity,0.7676610946655273,standard,0.23233890533447266
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.o.weight,119,EigenCov,0.6840845346450806,standard,0.31591546535491943
ViT-L/14,Cars,model.visual.transformer.resblocks.7.attn.o.weight,119,Identity,0.8243061304092407,standard,0.17569386959075928
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.q.weight,120,EigenCov,0.7330619692802429,standard,0.2669380307197571
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.q.weight,120,Identity,0.7658416628837585,standard,0.23415833711624146
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.k.weight,121,EigenCov,0.7044439315795898,standard,0.29555606842041016
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.k.weight,121,Identity,0.7658416628837585,standard,0.23415833711624146
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.v.weight,122,EigenCov,0.7407940030097961,standard,0.25920599699020386
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.v.weight,122,Identity,0.7658416628837585,standard,0.23415833711624146
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.o.weight,123,EigenCov,0.5693479776382446,standard,0.43065202236175537
ViT-L/14,Cars,model.visual.transformer.resblocks.9.attn.o.weight,123,Identity,0.7910542488098145,standard,0.20894575119018555
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.q.weight,124,EigenCov,0.7405834794044495,standard,0.25941652059555054
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.q.weight,124,Identity,0.7681946754455566,standard,0.23180532455444336
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.k.weight,125,EigenCov,0.7288565635681152,standard,0.27114343643188477
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.k.weight,125,Identity,0.7681946754455566,standard,0.23180532455444336
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.v.weight,126,EigenCov,0.7462173700332642,standard,0.25378262996673584
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.v.weight,126,Identity,0.7681946754455566,standard,0.23180532455444336
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.o.weight,127,EigenCov,0.6339343190193176,standard,0.3660656809806824
ViT-L/14,Cars,model.visual.transformer.resblocks.8.attn.o.weight,127,Identity,0.8160607814788818,standard,0.18393921852111816
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.q.weight,128,EigenCov,0.8754745721817017,standard,0.12452542781829834
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.q.weight,128,Identity,0.900615930557251,standard,0.09938406944274902
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.k.weight,129,EigenCov,0.7665159702301025,standard,0.23348402976989746
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.k.weight,129,Identity,0.900615930557251,standard,0.09938406944274902
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.v.weight,130,EigenCov,0.7561287879943848,standard,0.24387121200561523
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.v.weight,130,Identity,0.900615930557251,standard,0.09938406944274902
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.o.weight,131,EigenCov,0.7832790613174438,standard,0.21672093868255615
ViT-L/14,Cars,model.visual.transformer.resblocks.21.attn.o.weight,131,Identity,0.8801647424697876,standard,0.1198352575302124
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.q.weight,132,EigenCov,0.6856276988983154,standard,0.31437230110168457
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.q.weight,132,Identity,0.792023777961731,standard,0.20797622203826904
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.k.weight,133,EigenCov,0.6491807699203491,standard,0.3508192300796509
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.k.weight,133,Identity,0.792023777961731,standard,0.20797622203826904
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.v.weight,134,EigenCov,0.6580148935317993,standard,0.3419851064682007
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.v.weight,134,Identity,0.792023777961731,standard,0.20797622203826904
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.o.weight,135,EigenCov,0.6757653951644897,standard,0.32423460483551025
ViT-L/14,Cars,model.visual.transformer.resblocks.18.attn.o.weight,135,Identity,0.8103283047676086,standard,0.18967169523239136
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.q.weight,136,EigenCov,0.5861012935638428,standard,0.4138987064361572
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.q.weight,136,Identity,0.764245867729187,standard,0.235754132270813
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.k.weight,137,EigenCov,0.563849151134491,standard,0.43615084886550903
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.k.weight,137,Identity,0.764245867729187,standard,0.235754132270813
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.v.weight,138,EigenCov,0.5612558126449585,standard,0.4387441873550415
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.v.weight,138,Identity,0.764245867729187,standard,0.235754132270813
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.o.weight,139,EigenCov,0.6698601841926575,standard,0.33013981580734253
ViT-L/14,Cars,model.visual.transformer.resblocks.16.attn.o.weight,139,Identity,0.8288918137550354,standard,0.1711081862449646
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.q.weight,140,EigenCov,0.6044089794158936,standard,0.39559102058410645
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.q.weight,140,Identity,0.7594413757324219,standard,0.24055862426757812
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.k.weight,141,EigenCov,0.5704382061958313,standard,0.4295617938041687
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.k.weight,141,Identity,0.7594413757324219,standard,0.24055862426757812
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.v.weight,142,EigenCov,0.5807381868362427,standard,0.4192618131637573
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.v.weight,142,Identity,0.7594413757324219,standard,0.24055862426757812
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.o.weight,143,EigenCov,0.5886838436126709,standard,0.4113161563873291
ViT-L/14,Cars,model.visual.transformer.resblocks.14.attn.o.weight,143,Identity,0.7915183305740356,standard,0.20848166942596436
ViT-L/14,DTD,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,EigenCov,0.9300191402435304,standard,0.06998085975646962
ViT-L/14,DTD,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,Identity,0.9222399592399596,standard,0.0777600407600404
ViT-L/14,DTD,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,EigenCov,0.9304357767105104,standard,0.06956422328948964
ViT-L/14,DTD,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,Identity,0.9536646604537964,standard,0.04633533954620361
ViT-L/14,DTD,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,EigenCov,0.8647222518920898,standard,0.13527774810791016
ViT-L/14,DTD,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,Identity,0.9226786494255066,standard,0.07732135057449341
ViT-L/14,DTD,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,EigenCov,0.5850653052330017,standard,0.4149346947669983
ViT-L/14,DTD,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,Identity,0.9665461778640748,standard,0.03345382213592518
ViT-L/14,DTD,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,EigenCov,0.9083325266838074,standard,0.09166747331619263
ViT-L/14,DTD,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,Identity,0.904761552810669,standard,0.09523844718933105
ViT-L/14,DTD,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,EigenCov,0.691423773765564,standard,0.30857622623443604
ViT-L/14,DTD,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,Identity,0.9622122645378112,standard,0.03778773546218883
ViT-L/14,DTD,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,EigenCov,0.8813696503639221,standard,0.11863034963607788
ViT-L/14,DTD,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,Identity,0.931405544281006,standard,0.06859445571899403
ViT-L/14,DTD,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,EigenCov,0.4803802967071533,standard,0.5196197032928467
ViT-L/14,DTD,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,Identity,0.9659926295280457,standard,0.034007370471954346
ViT-L/14,DTD,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,EigenCov,0.8769162893295288,standard,0.12308371067047119
ViT-L/14,DTD,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,Identity,0.926237940788269,standard,0.07376205921173096
ViT-L/14,DTD,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,EigenCov,0.3662000298500061,standard,0.6337999701499939
ViT-L/14,DTD,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,Identity,0.9618510007858276,standard,0.03814899921417236
ViT-L/14,DTD,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,EigenCov,0.7651680707931519,standard,0.23483192920684814
ViT-L/14,DTD,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,Identity,0.923952043056488,standard,0.07604795694351196
ViT-L/14,DTD,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,EigenCov,0.2604498267173767,standard,0.7395501732826233
ViT-L/14,DTD,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,Identity,0.9591190814971924,standard,0.04088091850280762
ViT-L/14,DTD,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,EigenCov,0.7489544749259949,standard,0.2510455250740051
ViT-L/14,DTD,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,Identity,0.9086211323738098,standard,0.09137886762619019
ViT-L/14,DTD,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,EigenCov,0.2433488368988037,standard,0.7566511631011963
ViT-L/14,DTD,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,Identity,0.9498850107192992,standard,0.050114989280700795
ViT-L/14,DTD,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,EigenCov,0.6718292236328125,standard,0.3281707763671875
ViT-L/14,DTD,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,Identity,0.8895443677902222,standard,0.11045563220977783
ViT-L/14,DTD,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,EigenCov,0.2206093668937683,standard,0.7793906331062317
ViT-L/14,DTD,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,Identity,0.9459035992622375,standard,0.05409640073776245
ViT-L/14,DTD,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,EigenCov,0.7190146446228027,standard,0.28098535537719727
ViT-L/14,DTD,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,Identity,0.8860387206077576,standard,0.11396127939224243
ViT-L/14,DTD,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,EigenCov,0.2803899049758911,standard,0.7196100950241089
ViT-L/14,DTD,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,Identity,0.9313429594039916,standard,0.06865704059600841
ViT-L/14,DTD,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,EigenCov,0.6994478702545166,standard,0.3005521297454834
ViT-L/14,DTD,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,Identity,0.8868968486785889,standard,0.11310315132141113
ViT-L/14,DTD,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,EigenCov,0.2795473337173462,standard,0.7204526662826538
ViT-L/14,DTD,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,Identity,0.9254302978515624,standard,0.07456970214843761
ViT-L/14,DTD,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,EigenCov,0.6564894318580627,standard,0.34351056814193726
ViT-L/14,DTD,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,Identity,0.8789981007575989,standard,0.12100189924240112
ViT-L/14,DTD,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,EigenCov,0.3043166399002075,standard,0.6956833600997925
ViT-L/14,DTD,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,Identity,0.9244994521141052,standard,0.07550054788589478
ViT-L/14,DTD,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,EigenCov,0.6251447200775146,standard,0.37485527992248535
ViT-L/14,DTD,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,Identity,0.8802163004875183,standard,0.11978369951248169
ViT-L/14,DTD,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,EigenCov,0.461697518825531,standard,0.538302481174469
ViT-L/14,DTD,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,Identity,0.9323571920394896,standard,0.06764280796051036
ViT-L/14,DTD,model.visual.transformer.resblocks.12.mlp.c_fc.weight,24,EigenCov,0.6199593544006348,standard,0.38004064559936523
ViT-L/14,DTD,model.visual.transformer.resblocks.12.mlp.c_fc.weight,24,Identity,0.8778513669967651,standard,0.12214863300323486
ViT-L/14,DTD,model.visual.transformer.resblocks.12.mlp.c_proj.weight,25,EigenCov,0.8436324596405029,standard,0.15636754035949707
ViT-L/14,DTD,model.visual.transformer.resblocks.12.mlp.c_proj.weight,25,Identity,0.9681023359298706,standard,0.031897664070129395
ViT-L/14,DTD,model.visual.transformer.resblocks.13.mlp.c_fc.weight,26,EigenCov,0.4845300912857055,standard,0.5154699087142944
ViT-L/14,DTD,model.visual.transformer.resblocks.13.mlp.c_fc.weight,26,Identity,0.8615362048149109,standard,0.1384637951850891
ViT-L/14,DTD,model.visual.transformer.resblocks.13.mlp.c_proj.weight,27,EigenCov,0.2380344867706298,standard,0.7619655132293702
ViT-L/14,DTD,model.visual.transformer.resblocks.13.mlp.c_proj.weight,27,Identity,0.923366367816925,standard,0.07663363218307495
ViT-L/14,DTD,model.visual.transformer.resblocks.14.mlp.c_fc.weight,28,EigenCov,0.3767987489700317,standard,0.6232012510299683
ViT-L/14,DTD,model.visual.transformer.resblocks.14.mlp.c_fc.weight,28,Identity,0.8349372744560242,standard,0.16506272554397583
ViT-L/14,DTD,model.visual.transformer.resblocks.14.mlp.c_proj.weight,29,EigenCov,0.247237741947174,standard,0.752762258052826
ViT-L/14,DTD,model.visual.transformer.resblocks.14.mlp.c_proj.weight,29,Identity,0.9193177223205566,standard,0.08068227767944336
ViT-L/14,DTD,model.visual.transformer.resblocks.15.mlp.c_fc.weight,30,EigenCov,0.3633512258529663,standard,0.6366487741470337
ViT-L/14,DTD,model.visual.transformer.resblocks.15.mlp.c_fc.weight,30,Identity,0.8297370672225952,standard,0.17026293277740479
ViT-L/14,DTD,model.visual.transformer.resblocks.15.mlp.c_proj.weight,31,EigenCov,0.242743968963623,standard,0.757256031036377
ViT-L/14,DTD,model.visual.transformer.resblocks.15.mlp.c_proj.weight,31,Identity,0.9130948781967164,standard,0.08690512180328358
ViT-L/14,DTD,model.visual.transformer.resblocks.16.mlp.c_fc.weight,32,EigenCov,0.2960782051086426,standard,0.7039217948913574
ViT-L/14,DTD,model.visual.transformer.resblocks.16.mlp.c_fc.weight,32,Identity,0.8183450102806091,standard,0.18165498971939087
ViT-L/14,DTD,model.visual.transformer.resblocks.16.mlp.c_proj.weight,33,EigenCov,0.2719765901565552,standard,0.7280234098434448
ViT-L/14,DTD,model.visual.transformer.resblocks.16.mlp.c_proj.weight,33,Identity,0.916917324066162,standard,0.083082675933838
